Quote,Author
"
      “Mrs. Bennet was beyond the reach of reason, and she continued to rail bitterly against the cruelty of settling an estate away from a family of five daughters, in favour of a man whom nobody cared anything about.”
  ",Jane Austen
"
      “His emotion on entering the room, in seeing her altered looks, and in receiving the pale hand which she immediately held out to him, was such as, in Elinor’s conjecture, must arise from something more than his affection for Marianne, or the consciousness of its being known to others; and she soon discovered, in his melancholy eye and varying complexion as he looked at her sister, the probable recurrence of many past scenes of misery to his mind, brought back by that resemblance between Marianne and Eliza already acknowledged, and now strengthened by the hollow eye, the sickly skin, the posture of reclining weakness; and the warm acknowledgment of peculiar obligation.”
  ",Jane Austen
"
      “Elizabeth Bennet: I'm very fond of walking. Mr. Darcy: Yes... yes I know. (from Pride & Prejudice, the movie)”
  ",Jane Austen
"
      “I love you, most ardently.”
  ",Jane Austen
"
      “Porque tu valía me abrumaba, he estado intentado desconocerla.”
  ",Jane Austen
"
      “There is, I believe, in every disposition a tendency to some particular evil—a natural defect, which not even the best education can overcome."" ""And your defect is to hate everybody."" ""And yours,"" he replied with a smile, ""is willfully to misunderstand them.”
  ",Jane Austen
"
      “Nuestra costumbre de gastar nos hace demasiado dependientes"" Darcy”
  ",Jane Austen
"
      “Much was said, and much was ate, and all went well.”
  ",Jane Austen
"
      “I will only add, in justice to men, that though to the larger and more trifling part of the sex, imbecility in females is a great enhancement of their personal charms, there is a portion of them too reasonable and too well informed themselves to desire anything more in woman than ignorance.”
  ",Jane Austen
"
      “Elizabeth made no answer, and walked on, her heart swelling with indignation. After watching her a little, Fitzwilliam asked her why she was so thoughtful.”
  ",Jane Austen
"
      “Pride,"" observed Mary, who piqued herself upon the solidity of her reflections,”
  ",Jane Austen
"
      “Lo sentía con el dolor de un continuo reprocharse a sí misma, lamentaba con enorme amargura no haberse esforzado nunca antes, pero ello sólo le traía la tortura de la penitencia sin la esperanza de la reparación.”
  ",Jane Austen
"
      “We have all a better guide in ourselves, if we would attend to it, than any other person can be”
  ",Jane Austen
"
      “How contemptible! Of all things in the world inconstancy is my aversion. Let”
  ",Jane Austen
"
      “I do think it is the hardest thing in the world, that your estate should be entailed away from your own children; and I am sure, if I had been you, I should have tried long ago to do something or other about it."" Jane and Elizabeth tried to explain to her the nature of an entail.”
  ",Jane Austen
"
      “If a woman conceals her affection with the same skill from the object of it, she may lose the opportunity of fixing him;”
  ",Jane Austen
"
      “I am particularly unlucky in meeting with a person so well able to expose my real character, in a part of the world where I had hoped to pass myself off with some degree of credit.”
  ",Jane Austen
"
      “I should like balls infinitely better,"" she replied,”
  ",Jane Austen
"
      “A likeness pleases every body;”
  ",Jane Austen
"
      “Elizabeth, as they drove along, watched for the first appearance of Pemberley Woods with some perturbation; and when at length they turned in at the lodge, her spirits were in a high flutter. The park was very large, and contained great variety of ground. They entered it in one of its lowest points, and drove for some time through a beautiful wood stretching over a wide extent. Elizabeth's mind was too full for conversation, but she saw and admired every remarkable spot and point of view.”
  ",Jane Austen
"
      “He may live in my memory as the most amiable man of my acquaintance, but that is all. I have nothing either to hope or fear, and nothing to reproach him with. Thank God! I have not that pain. A little time, therefore—I shall certainly try to get the better.” With a stronger voice she soon added, “I have this comfort immediately, that it has not been more than an error of fancy on my side, and that it has done no harm to anyone but myself.”
  ",Jane Austen
"
      “Eliza Bennet,’ said Miss Bingley, when the door was closed on her, ‘is one of those young ladies who seek to recommend themselves to the other sex, by undervaluing their own; and with many men, I dare say, it succeeds. But, in my opinion, it is a paltry device, a very mean art.”
  ",Jane Austen
"
      “But to expose the former faults of any person without knowing what their present feelings were, seemed unjustifiable.”
  ",Jane Austen
"
      “But it was a matter of great consolation to her, that what brought evil to herself would bring good to her sister; and Elinor, on the other hand, suspecting that it would not be in her power to avoid Edward entirely, comforted herself by thinking, that though their longer stay would therefore militate against her own happiness, it would be better for Marianne than an immediate return into Devonshire.”
  ",Jane Austen
"
      “«Non credo di aver mai aperto un libro in vita mia che non avesse da dire la sua sull'incostanza delle donne. Ma forse voi obietterete che sono stati scritti tutti da uomini». ",Jane Austen
"
      “პატივმოყვარეობა მართლაც სისუსტეა, მაგრამ სიამაყეს რაც შეეხება, ჭეშმარიტად მოაზროვნე ადამიანს, მისი კონტროლი მუდამ შეუძლია”
  ",Jane Austen
"
      “At my time of life opinions are tolerably fixed. It is not likely that I should now see or hear any thing to change them.”
  ",Jane Austen
"
      “It was quite a different sort of thing, a sentiment distinct and independent. Mrs. Weston was the object of a regard which had its basis in gratitude and esteem. Harriet would be loved as one to whom she could be useful. For Mrs. Weston there was nothing to be done; for Harriet every thing.”
  ",Jane Austen
"
      “A vaidade trabalhando em uma mente fraca produz muitos tipos de danos.”
  ",Jane Austen
"
      “God has given us, in a measure, the power to make our own fate; and when our energies seem to demand a sustenance they cannot get—when our will strains after a path we may not follow—we need neither starve from inanition, nor stand still in despair: we have but to seek another nourishment for the mind, as strong as the forbidden food it longed to taste—and perhaps purer; and to hew out for the adventurous foot a road as direct and broad as the one Fortune has blocked up against us, if rougher than it.”
  ",Jane Austen
"
      “And what arts did he use to separate them?”
  ",Jane Austen
"
      “Only four-and-twenty. That is too young to settle. His mother is perfectly right not to be in a hurry. They seem very comfortable as they are, and if she were to take any pains to marry him, she would probably repent it. Six years hence, if he could meet with a good sort of young woman in the same rank as his own, with a little money, it might be very desirable.”
  ",Jane Austen
"
      “The stupidity with which he was favoured by nature must guard his courtship from any charm that could make a woman wish for its continuance; and Miss Lucas, who accepted him solely from the pure and disinterested desire of an establishment, cared not how soon that establishment were gained.”
  ",Jane Austen
"
      “Ha de poseer todo eso, y aún algo más sustancial, mediante el perfeccionamiento de su inteligencia gracias a unas lecturas muy extensas.”
  ",Jane Austen
"
      “What is passable in youth is detestable in later age.”
  ",Jane Austen
"
      “the event of an evening which had raised such splendid expectations. He had rather hoped that”
  ",Jane Austen
"
      “You are a good girl;"" he replied, ""and I have great pleasure in thinking you will be so happily settled. I have not a doubt of your doing very well together. Your tempers are by no means unlike. You are each of you so complying, that nothing will ever be resolved on; so easy, that every servant will cheat you; and so generous, that you will always exceed your income.”
  ",Jane Austen
"
      “But perseverance in humility of conduct and messages, in self-condemnation for Robert’s offence, and gratitude for the unkindness she was treated with, procured her in time the haughty notice which overcame her by it’s graciousness, and led soon afterwards, by rapid degrees, to the highest state of affection and influence.”
  ",Jane Austen
"
      “There was a numerous family; but the only two grown up, excepting Charles, were Henrietta and Louisa, young ladies of nineteen and twenty, who had brought from school at Exeter all the usual stock of accomplishments, and were now like thousands of other young ladies, living to be fashionable, happy, and merry.”
  ",Jane Austen
"
      “… and Darcy had never been so bewitched by any woman as he was by her.”
  ",Jane Austen
"
      “gratified by this as her mother could be, though”
  ",Jane Austen
"
      “If a book is well written, I also find it too short.”
  ",Jane Austen
"
      “Mr. Darcy soon drew the attention of the room by his fine, tall person, handsome features, noble mien, and the report”
  ",Jane Austen
"
      “The person, be it gentleman or lady, who has not pleasure in a novel, must be intolerably stupid.”
  ",Jane Austen
"
      “I cannot give you credit for any philosophy of the kind. Your retrospections must be so totally void of reproach, that the contentment arising from them is not of philosophy, but, what is much better, of innocence. But with me, it is not so. Painful recollections will intrude which cannot, which ought not, to be repelled. I have been a selfish being all my life, in practice, though not in principle. As a child I was taught what was right, but I was not taught to correct my temper. I was given good principles, but left to follow them in pride and conceit. Unfortunately an only son (for many years an only child), I was spoilt by my parents, who, though good themselves (my father, particularly, all that was benevolent and amiable), allowed, encouraged, almost taught me to be selfish and overbearing; to care for none beyond my own family circle; to think meanly of all the rest of the world; to wish at least to think meanly of their sense and worth compared with my own. Such I was, from eight to eight and twenty; and such I might still have been but for you, dearest, loveliest Elizabeth! What do I not owe you! You taught me a lesson, hard indeed at first, but most advantageous. By you, I was properly humbled. I came to you without a doubt of my reception. You showed me how insufficient were all my pretensions to please a woman worthy of being pleased.”
  ",Jane Austen
"
      “... los tópicos más comunes, más necios, más usados, pueden resultar interesantes según la habilidad de quien los emplea.”
  ",Jane Austen
"
      “Mientras la gente se deje arrastrar por su imaginación para formarse juicios errados sobre nuestra conducta y la califique basándose en meras apariencias, nuestra felicidad estará siempre, en una cierta medida, a merced del azar.”
  ",Jane Austen
"
      “El buen filósofo sólo saca beneficio de donde lo hay”
  ",Jane Austen
"
      “-He luchado en vano. Ya no puedo más. Soy incapaz de contener mis sentimientos. Permítame que le diga que la admiro y la amo apasionadamente.”
  ",Jane Austen
"
      “he soon found out that he had a different story to hear. ""Oh! my”
  ",Jane Austen
"
      “Therefore, Sir Walter, what I would take leave to suggest is, that if in consequence of any rumours getting abroad of your intention; which must be contemplated as a possible thing, because we know how difficult it is to keep the actions and designs of one part of the world from the notice and curiosity of the other; consequence has its tax; I, John Shepherd, might conceal any family-matters that I chose, for nobody would think it worth their while to observe me; but Sir Walter Elliot has eyes upon him which it may be very difficult to elude; and therefore, thus much I venture upon, that it will not greatly surprise me if, with all our caution, some rumour of the truth should get abroad; in the supposition of which, as I was going to observe, since applications will unquestionably follow, I should think any from our wealthy naval commanders particularly worth attending to; and beg leave to add, that two hours will bring me over at any time, to save you the trouble of replying.”
  ",Jane Austen
"
      “Oh! My sweet Catherine, in your generous heart I know it would signify nothing; but we must not expect such disinterestedness in many. As for myself, I am sure I only wish our situations were reversed. Had I the command of millions, were I mistress of the whole world, your brother would be my only choice.”
  ",Jane Austen
"
      “To be always firm must be to be often obstinate. When properly to relax is the trial of judgment.”
  ",Jane Austen
"
      “One must not expect every thing.”
  ",Jane Austen
"
      “You are too generous to trifle with me. If your feelings are still what they were last April, tell me so at once. My affections and wishes are unchanged, but one word from you will silence me on this subject for ever. Elizabeth, feeling all the more than common awkwardness and anxiety of his situation, now forced herself to speak; and immediately, though not very fluently, gave him to understand that her sentiments had undergone so material a change, since the period to which he alluded, as to make her receive with gratitude and pleasure his present assurances. The happiness which this reply produced, was such as he had probably never felt before; and he expressed himself on the occasion as sensibly and as warmly as a man violently in love can be supposed to do. Had Elizabeth been able to encounter his eye, she might have seen how well the expression of heartfelt delight, diffused over his face, became him; but, though she could not look, she could listen, and he told her of feelings, which, in proving of what importance she was to him, made his affection every moment more valuable.”
  ",Jane Austen
"
      “Dashwood”
  ",Jane Austen
"
      “Oh! my dear Mr. Bennet,"" as she entered the room, ""we have had a most delightful evening, a most excellent”
  ",Jane Austen
"
      “I come here with no expectations, only to profess, now I am at the liberty to do so, that my heart is and will always be yours”
  ",Jane Austen
"
      “Your conjecture is totally wrong, I assure you. My mind was more agreeably engaged. I have been meditating on the very great pleasure which a pair of fine”
  ",Jane Austen
"
      “with barefaced questions, ingenious suppositions, and distant surmises”
  ",Jane Austen
"
      “To be distinguished for elegance and accomplishments—the authorised object of their youth—could have had no useful influence that way, no moral effect on the mind. He had meant them to be good, but his cares had been directed to the understanding and manners, not the disposition; and of the necessity of self-denial and humility, he feared they had never heard from any lips that could profit them.”
  ",Jane Austen
"
      “Elizabeth told her the motives of her secrecy. She had been unwilling to mention Bingley; and the unsettled state of her own feelings had made her equally avoid the name of his friend. But now she would no longer conceal from her his share in Lydia's marriage. All was acknowledged, and half the night spent in conversation.”
  ",Jane Austen
"
      “Fix, commit, condemn yourself”
  ",Jane Austen
"
      “Siete años podrían no bastar para que dos seres se conocieran bien, y siete días son más que suficientes para otros.”
  ",Jane Austen
"
      “Essa é uma expressão, Sir John - disse Marianne, energicamente -, que eu particularmente detesto. Odeio todos os lugares-comuns com um subentendido picante; e ""dar em cima de um homem"" ou ""fazer uma conquista"" são os mais abomináveis de todos. Tendem à grosseria e à vulgaridade, e se a criação de tais expressões pôde alguma vez ser considerada inteligente, o tempo há muito destruiu toda essa engenhosidade.”
  ",Jane Austen
"
      “Gratitude- not only for once loving her, but loving her still, enough to forgive...”
  ",Jane Austen
"
      “but his cares had been directed to the understanding and manners, not the disposition; and of the necessity of self-denial and humility, he feared they had never heard from any lips that could profit them.”
  ",Jane Austen
"
      “The manner in which they spoke of the Meryton assembly was sufficiently characteristic. Bingley had never met with more pleasant people or prettier girls in his life; everybody had been most kind and attentive to him; there had been no formality, no stiffness; he had soon felt acquainted with all the room; and, as to Miss Bennet, he could not conceive an angel more beautiful. Darcy, on the contrary, had seen a collection of people in whom there was little beauty and no fashion, for none of whom he had felt the smallest interest, and from none received either attention or pleasure. Miss Bennet he acknowledged to be pretty, but she smiled too much.”
  ",Jane Austen
"
      “It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",Jane Austen
"
      “admitted it to be no more than due decorum.""—Emma”
  ",Jane Austen
"
      “...and to aim at the restraint of sentiments which were not in themselves illaudable, appeared to her not merely an unnecessary effort, but a disgraceful subjection of reason to common-place and mistaken notions.”
  ",Jane Austen
"
      “I am only resolved to act in that manner, which will, in my own opinion, constitute my happiness, without reference to you, or to any person so wholly unconnected with me."" ""It”
  ",Jane Austen
"
      “Perfect felicity is not the property of mortals, and no one has a right to expect uninterrupted happiness.”
  ",Jane Austen
"
      “No podemos exigir que un hombre alocado sea siempre precavido y prudente. A menudo es nuestra propia vanidad lo que nos engaña . La imaginación de las mujeres hace que concibamos demasiadas ilusiones respecto de los hombres.”
  ",Jane Austen
"
      “There is hardly any personal defect,’ replied Anne, ‘which an agreeable manner might not gradually reconcile one to.”
  ",Jane Austen
"
      “Vengo aquí sin expectativas, sólo a confesarme, ahora que tengo la libertad, de que mi corazón es y siempre será tuyo”
  ",Jane Austen
"
      “Married women, you know, may be safely authorised. It is my party. Leave it all to me. I will invite your guests.""",Jane Austen
"
      “If my opinions are wrong, I must correct them—if they are above my station, I must endeavour to conceal them.”
  ",Jane Austen
"
      “Al analizar las dos casas, tal como se le aparecían antes de terminar la primera semana, Fanny estuvo tentada de aplicarles la célebre sentencia del doctor Johnson sobre el matrimonio y el celibato, diciendo que, aunque Mansfield Park pudiera entrañar alguna pena, Portsmouth no podía entrañar ningún placer.”
  ",Jane Austen
"
      “Mr. ***** is blessed with such happy manners as may ensure his making friends -- whether he may be equally capable of retaining them, is less certain.”
  ",Jane Austen
"
      “her to look at a picture. She approached and saw the likeness of Mr. Wickham, suspended, amongst several other miniatures,”
  ",Jane Austen
"
      “Tu razonamiento es bueno, pero en su base hay ignorancia de lo que es la naturaleza humana.”
  ",Jane Austen
"
      “Poverty is a great evil; but to a woman of education and feeling it ought not, it cannot be the greatest. I would rather be teacher at a school (and I can think of nothing worse) than marry a man I did not like.”
  ",Jane Austen
"
      “Mr. Elliot is a man without heart or conscience; a designing, wary, cold-blooded being, who thinks only of himself; who, for his own interest or ease, would be guilty of any cruelty, or any treachery, that could be perpetrated without risk of his general character. He has no feeling for others. Those whom he has been the chief cause of leading into ruin, he can neglect and desert without the slightest compunction. He is totally beyond the reach of any sentiment of justice or compassion. Oh! he is black at heart, hollow and black!”
  ",Jane Austen
"
      “Mr Elliot was rational, discreet, polished, but he was not open. There was never any burst of feeling, any warmth of indignation or delight, at the evil or good of others. This, to Anne, was a decided imperfection. Her early impressions were incurable. She prized the frank, the open-hearted, the eager character beyond all others.”
  ",Jane Austen
"
      “Un proyecto que en todas sus partes promete dichas, nunca sale bien; y no te puedes librar de algún contratiempo, si no tienes una pequeña contrariedad.”
  ",Jane Austen
"
      “serious”
  ",Jane Austen
"
      “cavil”
  ",Jane Austen
"
      “Promised so faithfully! A faithful promise! That puzzles me. I have heard of a faithful performance. But a faithful promise--the fidelity of promising! It is a power little worth knowing, however, since it can deceive and pain you.”
  ",Jane Austen
"
      “We all love to instruct, though we can teach only what is not worth knowing. Forgive me; and if you persist in indifference, do not make me your confidante.”
  ",Jane Austen
"
      “Marianne had now been brought by degrees, so much into the habit of going out every day, that it was become a matter of indifference to her, whether she went or not: and she prepared quietly and mechanically for every evening's engagement, though without expecting the smallest amusement from any, and very often without knowing, till the last moment, where it was to take her.”
  ",Jane Austen
"
      “Que nadie presuma de saber traducir los sentimientos de una mujer joven al obtener seguridad de un amor para que apenas se atreviera a guardar una esperanza”
  ",Jane Austen
"
      “Married women, you know, may be safely authorised. It is my party. Leave it all to me. I will invite your guests.""",Jane Austen
"
      “These would have been all my friends.”
  ",Jane Austen
"
      “Vous êtes trop généreuse pour vous jouer de moi. Si vos sentiments sont encore ce qu'ils étaient en avril dernier, dites-le moi tout de suite. Mes sentiments et mes vœux, eux, n'ont pas changé, mais un mot de vous m'imposera silence pour toujours”
  ",Jane Austen
"
      “... exertion should always be in proportion to what is required.”
  ",Jane Austen
"
      “When once we are buried you think we are gone. But behold me immortal!”
  ",Jane Austen
"
      “You must allow me to tell you how I ardently admire and love you”
  ",Jane Austen
"
      “We can all BEGIN freely--a slight preference is natural enough; but there are very few of us who have heart enough to be really in love without encouragement.”
  ",Jane Austen
"
      “If my opinions are wrong, I must correct them; if they are above my situation, I must endeavor to conceal them;”
  ",Jane Austen
"
      “I wish you could persuade Mary not to be always fancying herself ill.”
  ",Jane Austen
"
      “A veces la importancia se paga demasiado cara.”
  ",Jane Austen
"
      “El señor Collins, torpe y solemne, disculpándose en vez de atender al compás, y perdiendo el paso sin darse cuenta, le daba toda la pena y la vergüenza que una pareja desagradable puede dar en un par de bailes.”
  ",Jane Austen
"
      “These would have been all my friends,"" was her thought; and she had to struggle against a great tendency to lowness.”
  ",Jane Austen
"
      “What a triumph for him, as she often thought, could he know that the proposals which she had proudly spurned only four months ago, would now have been most gladly and gratefully received! He was as generous, she doubted not, as the most generous of his sex; but while he was mortal, there must be a triumph.”
  ",Jane Austen
"
      “I have this comfort immediately, that it has not been more than an error of fancy on my side, and that it has done no harm to anyone but myself.”
  ",Jane Austen
"
      “Elizabeth related to Jane the next day what had passed between Mr. Wickham and herself. Jane listened with astonishment and concern; she knew not how to believe that Mr. Darcy could be so unworthy of Mr. Bingley's regard; and yet, it was not in her nature to question the veracity of a young man of such amiable appearance as Wickham. The possibility of his having endured such unkindness, was enough to interest all her tender feelings; and nothing remained therefore to be done, but to think well of them both, to defend the conduct of each, and throw into the account of accident or mistake whatever could not be otherwise explained.”
  ",Jane Austen
"
      “Vanity and pride are different things, though the words are often used synonymously. A person may be proud without being vain. Pride relates more to our opinion of ourselves, vanity to what we would have others think of us."" ""If”
  ",Jane Austen
"
      “A young farmer, whether on horseback or on foot, is the very last sort of person to raise my curiosity. The yeomanry are precisely the order of people with whom I feel I can have nothing to do. A degree or two lower, and a creditable appearance might interest me; I might hope to be useful to their families in some way or other. But a farmer can need none of my help, and is, therefore, in one sense, as much above my notice as in every other he is below it.”
  ",Jane Austen
"
      “All was acknowledged, and half the night spent in conversation.”
  ",Jane Austen
"
      “You mistake me, my dear. I have a high respect for your nerves. They are my old friends.”
  ",Jane Austen
"
      “Soltanto il vero amore potrà condurmi al matrimonio, ragion per cui credo proprio che resterò zitella!”
  ",Jane Austen
"
      “No me dejo asustar por nadia, sépalo. Cualquier intento de intimidarme no hace más que estimular mi valor.”
  ",Jane Austen
"
      “Mr. Bingley, and he was looked at with”
  ",Jane Austen
"
      “Poverty is a great evil, but to a woman of education and feeling it ought not, it cannot be the greatest.—I would rather be a teacher at a school (and I can think of nothing worse) than marry a man I did not like.”
  ",Jane Austen
"
      “There are certainly not so many men of large fortune in the world, as there are pretty women to deserve them.” ",Jane Austen
"
      “She was in dancing, singing, exclaiming spirits; and till she had moved about, and talked to herself, and laughed and reflected, she could be fit for nothing rational.”
  ",Jane Austen
"
      “He was not handsome, and his manners required intimacy to make them pleasing.”
  ",Jane Austen
"
      “Come, Darcy,"" said he, ""I must have you dance. I hate to see you standing about by yourself in this stupid manner.”
  ",Jane Austen
"
      “Edmund was all in all. Fanny”
  ",Jane Austen
"
      “Company is always cheerful.”
  ",Jane Austen
"
      “The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid”
  ",Jane Austen
"
      “I shall always look back on our theatricals with exquisite pleasure. There was such an animation, such a spirit diffused! Every body felt it. We were all alive. There was employment, hope, solicitude, bustle, for every hour of the day. Always some little objection, some little doubt, some little anxiety to be got over. I never was happier.”
  ",Jane Austen
"
      “Oh! my dear brother,"" replied Mrs. Bennet, ""that is exactly what I could most wish for. And now do, when you get to town, find them out, wherever they may be; and if they are not married already, make them marry. And as for wedding clothes, do not let them wait for that, but tell Lydia she shall have as much money as she chooses to buy them, after they are married.”
  ",Jane Austen
"
      “No, it was not regret which made Anne's heart beat in spite of herself, and brought the colour into her cheeks when she thought of Captain Wentworth unshackled and free. She had some feelings which she was ashamed to investigate. They were too much like joy, senseless joy!”
  ",Jane Austen
"
      “(...) no mundo ordenado onde seus personagens vivem, as paixões incontroláveis da ficção gótica estariam terrivelmente fora de contexto. Certas regras eram aplicadas para aqueles que eram elegíveis, regras estas principalmente alicerçadas em uma das qualidades mais prezadas nos romances austenianos: princípios morais. Sem bons princípios morais para temperar a paixão, os resultados poderiam ser desastrosos.”
  ",Jane Austen
"
      “She would have liked to know how he felt as to a meeting. Perhaps indifferent, if indifference could exist under such circumstances. He must be either indifferent or unwilling.”
  ",Jane Austen
"
      “Su gusto, sus opiniones... creo que las conozco mejor que las mías, y con toda seguridad las aprecio más.”
  ",Jane Austen
"
      “To know him in bits and scraps is common enough; to know him pretty thoroughly is, perhaps, not uncommon; but to read him well aloud is no everyday talent.”
  ",Jane Austen
"
      “The loss of the ball - the loss of the young man - and all that the young man might be feeling! - It was too wretched!”
  ",Jane Austen
"
      “Del pasado no tiene usted que recordar más que lo placentero."" - Elizabeth”
  ",Jane Austen
"
      “Hers is a line for seeing human nature; and she has a fund of good sense and observation, which as a companion, make her infinitely superior to thousands of those who having only received 'the best education in the world,' know nothing worth attending to.”
  ",Jane Austen
"
      “their behaviour at the assembly had not been calculated to please in general; and with more quickness of observation and less pliancy of temper than her sister, and with a judgement too unassailed by any attention to herself, she was very little disposed to approve them.”
  ",Jane Austen
"
      “...do not give way to such feelings as these. They will ruin your happiness. You do no make allowance enough for difference of situation and temper.”
  ",Jane Austen
"
      “Le mie buone qualità sono sotto la tua protezione, e sta a te esagerarle il più possibile.”
  ",Jane Austen
"
      “E' cosa ormai risaputa che a uno scapolo in possesso di un vistoso patrimonio manchi soltanto una moglie. ",Jane Austen
"
      “Se sentía, pues, humillada y triste, y arrepentida, aunque no sabía exactamente de qué. Ansiaba su estima cuando ya no podía esperar obtenerla; necesitaba oírlo cuando no parecía existir la menor probabilidad de avenencia; estaba convencida de que habría sido dichosa a su lado, cuando no era probable que se produjera un nuevo encuentro entre ambos.”
  ",Jane Austen
"
      “Nothing is more deceitful,’ said Darcy, ‘than the appearance of humility. It is often only carelessness of opinion,”
  ",Jane Austen
"
      “It was evident that the gentleman, (completely a gentleman in manner) admired her exceedingly. Captain Wentworth looked round at her instantly in a way which shewed his noticing of it. He gave her a momentary glance, a glance of brightness, which seemed to say, ""That man is struck with you, and even I, at this moment, see something like Anne Elliot again.”
  ",Jane Austen
"
      “A todos nos gusta dar lecciones, pero sólo enseñamos lo que no merece la pena saber. Perdóname,”
  ",Jane Austen
"
      “Existía el consuelo de que no era una de esas personas tan privilegiadas para quienes los sentimientos son siempre muy intensos y duraderos.”
  ",Jane Austen
"
      “We must consider what Miss. Fairfax quits, before we condemn her taste for what she goes to.”
  ",Jane Austen
"
      “Existe tanta gratidão e vaidade em quase todas as afeições que é perigoso abandoná-las à sua sorte — todos podemos começar livremente, uma ligeira preferência é bastante natural, mas são poucos os que têm o coração bastante firme para amar sem receber alguma coisa em troca.”
  ",Jane Austen
"
      “El mundo lo había hecho extravagante y vanidoso; la extravagancia y la vanidad lo habían hecho insensible y egoísta.”
  ",Jane Austen
"
      “But Shakespeare one gets acquainted with without knowing how. It is a part of an Englishman’s constitution. His thoughts and beauties are so spread abroad that one touches them everywhere; one is intimate with him by instinct.”
  ",Jane Austen
"
      “He was not handsome, and his manners required intimacy to make them pleasing”
  ",Jane Austen
"
      “Tutto sembrava anzi portarla a chiarire finalmente i suoi sentimenti, e non aveva mai capito così sinceramente di amarlo tanto come ora, quando l'amore era vano.”
  ",Jane Austen
"
      “The surprise of finding himself almost alone with Anne Elliot, deprived his manners of their usual composure...”
  ",Jane Austen
"
      “Once so much to each other! Now nothing!”
  ",Jane Austen
"
      “Nothing is more deceitful,’ said Darcy, ‘than the appearance of humility. It is often only carelessness of opinion, and sometimes an indirect boast.”
  ",Jane Austen
"
      “Un projet où tout est combiné pour apporter du bonheur, ne peut jamais réussir ; et un petit désappointement particulier sert souvent de défense contre une déception générale”
  ",Jane Austen
"
      “My being charming, Harriet, is not quite enough to induce me to marry; I must find other people charming-one other person at least.”
  ",Jane Austen
"
      “The next day opened a new scene at Longbourn. Mr. Collins”
  ",Jane Austen
"
      “Prettier musings of high-wrought love and eternal constancy, could never have passed along the streets of Bath, than Anne was sporting with from Camden Place to Westgate Buildings. It was almost enough to spread purification and perfume all the way.”
  ",Jane Austen
"
      “How earnestly did she then wish that her former opinions had been more reasonable, her expressions more moderate! It would have spared her from explanations and professions which it was exceedingly awkward to give;”
  ",Jane Austen
"
      “Picture of perfection make me sick and wicked.”
  ",Jane Austen
"
      “children.”
  ",Jane Austen
"
      “Her mother was a woman of useful plain sense, with a good temper, and, what is more remarkable, with a good constitution. She had three sons before Catherine was born; and instead of dying in bringing the”
  ",Jane Austen
"
      “his fancy; for he is a most disagreeable, horrid man, not at all worth pleasing. So high and so conceited that there was no enduring him! He walked here, and he walked there, fancying himself so very great! Not handsome enough to dance with! I”
  ",Jane Austen
"
      “–Creo que en todo individuo hay cierta tendencia a un determinado mal, a un defecto innato, que ni siquiera la mejor educación puede vencer. –Y”
  ",Jane Austen
"
      “that they who are good-natured when children, are good-natured when they grow up;”
  ",Jane Austen
"
      “It is so delightful to have an evening now and then to oneself.”
  ",Jane Austen
"
      “Não posso fixar a hora ou o lugar. Isto já foi há muito tempo. Eu já estava no meio e ainda não sabia que tinha começado.”
  ",Jane Austen
"
      “It was a little fever of admiration; but it might, probably must, end in love with some.”
  ",Jane Austen
"
      “Me pregunto quién sería el primero en descubrir la eficacia de la poesía para acabar con el amor."" - Elizabeth”
  ",Jane Austen
"
      “No man is offended by another man's admiration of the woman he loves; it is the woman only who can make it a torment.”",Jane Austen
"
      “excellent health herself. A family of ten children will be always called a fine family, where there are heads and arms and legs enough for the number; but the Morlands had little other right to the word, for they”
  ",Jane Austen
"
      “Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three-and-twenty years had been insufficient to make his wife understand his character.”
  ",Jane Austen
"
      “He held it indeed as certain, that no person, [...] could be really in a state of secure and permanent Health without spending at least six weeks by the Sea every year.”
  ",Jane Austen
"
      “was wanting of it, when a letter arrived from Mrs. Gardiner,”
  ",Jane Austen
"
      “I consider a country-dance as an emblem of marriage. Fidelity and complaisance are the principal duties of both; and those men who do not choose to dance or marry themselves, have no business with the partners or wives of their neighbours.”
  ",Jane Austen
"
      “Tengo la certeza, querida tía, de que nunca he estado muy enamorada, pues si realmente hubiera experimentado esa pasión pura y elevada, ahora detestaría hasta el nombre de semejante individuo y le desearía toda suerte de males. Pero no sólo abrigo sentimientos cordiales hacia él, sino que miro con imparcialidad a Miss King, y no la odio sino que, por el contrario, la considero buena muchacha. No puede haber amor en todo eso. Mi desvelo ha sido real; y aunque si estuviera frenéticamente enamorada de él resultaría ahora más interesante para todos sus conocidos, no puedo decir que lamento mi relativa insignificancia. A veces la importancia se paga demasiado cara, Kitty y Lidia son más sensibles que yo en lo que a asuntos del corazón se refiere; son jóvenes y todavía no están hechas a la mortificante convicción de que los hombres atractivos han de tener algún recurso para vivir, como todos los demás.”
  ",Jane Austen
"
      “A thoroughly good sermon, thoroughly well delivered, is a capital gratification.”
  ",Jane Austen
